,id,title,director,actor,genre,story,platform,age,year,thumb,photo1,photo2
11,12,진격의 거인,감독 정보 없음,"Yuki Kaji, Yui Ishikawa, Marina Inoue","
Sci-Fi & Fantasy,?애니메이션,?Action & Adventure
","2013년 4월 MBS에서 방영을 시작한 애니메이션. 100여 년 전 갑자기 나타난 거인들에 의해 멸종 위기에 처한 인류는 거대한 벽을 쌓고 그 안에서 살아가고 있다. 에렌은 바깥 세계를 동경하며, 언젠가 저 방벽 밖으로 나가겠다는 꿈을 키우고 있었다. 그러던 어느 날, 60m가 넘는 초대형 거인의 등장으로 벽은 무너지고, 거인들이 벽 안으로 들어와 사람들을 잡아먹기 시작한다. 절규와 죽음으로 가득한 절망적인 상황에서 거인에게 어머니 카를라를 비롯한 소중한 사람들을 빼앗긴 엘런은 복수를 맹세하고, 사무친 복수심을 원동력으로 삼아 만 12세에 훈련병단의 훈련병으로 지원한다.",디즈니플러스,TV-MA 이용가,2013,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/sHim6U0ANsbzxcmNRYuIubBVQaz.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/sHim6U0ANsbzxcmNRYuIubBVQaz.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/rqbCbjB19amtOtFQbb3K2lgm2zv.jpg
12,13,이누야샤,감독 정보 없음,"Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani","
애니메이션,?Sci-Fi & Fantasy,?Action & Adventure,?코미디
",사혼의 구슬을 노리던 이누야사는 금강의 화살에 맞아 봉인되고 사혼의 구슬은 금강의 죽음과 함께 영원히 사라지게 된다. 이야기는 현대로 돌아가 오래된 신사에 사는 중학교 3학년 가영은 어느 날 우연히 사당 안에 있는 우물 속에서 나타난 지네요괴를 만나게 되고 자신도 모르는 사이에 전국시대로 넘어오게 된다. 숲에서 봉인된 이누야샤와 만난 가영은 또 다시 지네 요괴의 습격을 받게 되고 이 요괴의 퇴치를 위해 이누야사의 봉인을 풀게 되는데...,디즈니플러스,TV-14 이용가,2000,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/5DkDxHa958M9OoCRcl3r9KRMEFg.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/5DkDxHa958M9OoCRcl3r9KRMEFg.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/gtFE5NhVHpa9oX1PU9szsUS8ZPX.jpg
13,14,무직전생 ~이세계에 갔으면 최선을 다한다~,감독 정보 없음,"Yumi Uchiyama, Ai Kakuma, Daisuke Namikawa","
애니메이션,?Action & Adventure,?Sci-Fi & Fantasy
",'나는 이 세계에서 최선을 다하겠어!',디즈니플러스,19 이용가,2021,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/4rMpdXpm2kyTCguHJHmmkrtdfXu.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/4rMpdXpm2kyTCguHJHmmkrtdfXu.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/j9fRIimor0AMFJR9kjZubXcABzZ.jpg
14,15,원피스,감독 정보 없음,"Akemi Okamura, Mayumi Tanaka, Kazuya Nakai","
Action & Adventure,?코미디,?애니메이션
","해적왕을 꿈꾸는 소년 루피와 동료들의 유쾌한 모험담을 그린 작품! 힘있는 연출과 개성있는 그림체 및 캐릭터들의 활기찬 묘사로 인기를 모았으며, 1억 만부 이상 판매된 원작만화의 인기를 바탕으로 다양한 버전으로 제작된 초히트작 애니메이션이다.",디즈니플러스,TV-14 이용가,1999,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/qHjXsSUuolEtbgvYPzRjAuB1VHE.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/qHjXsSUuolEtbgvYPzRjAuB1VHE.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/a6ptrTUH1c5OdWanjyYtAkOuYD0.jpg
15,16,격투맨 바키,감독 정보 없음,"Nobunaga Shimazaki, Kenjiro Tsuda, Takehito Koyasu","
애니메이션,?Action & Adventure,?범죄,?드라마
",악명 높은 사형수 5명이 탈출한 뒤 도쿄에 집결한다. 이들이 노리는 것은 17살 소년 한마 바키. 지하 투기장의 최강 격투가인 바키는 원치 않는 혈투에 휘말린다.,디즈니플러스,TV-MA 이용가,2018,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/c79L7zCnRzDJerrlbIWkNCjA6tg.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/c79L7zCnRzDJerrlbIWkNCjA6tg.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/qbxoEhlxNcyr7GjG2SXTShWn32m.jpg
16,17,도쿄 구울,감독 정보 없음,"Natsuki Hanae, Sora Amamiya, Shintaro Asanuma","
Action & Adventure,?애니메이션,?드라마,?미스터리
",갑작스런 사고로 죽을 고비를 맞은 주인공이 이식을 받아 특별한 존재가 되어 구울 사이에서 방황하는 이야기,디즈니플러스,19 이용가,2014,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/y2roOFsew9nJKKVwwJCHSyzgpK9.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/y2roOFsew9nJKKVwwJCHSyzgpK9.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/yOarY3Yo0NMkuTuft87M5oAZa3C.jpg
17,18,오버로드,감독 정보 없음,"Ayane Sakura, Satoshi Hino, Yumi Hara","
애니메이션,?Sci-Fi & Fantasy,?Action & Adventure
","가상 세계에서 현실처럼 플레이하는 체감형 게임, 통칭 DMMO-RPG의 전성기 2138년.",디즈니플러스,19 이용가,2015,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/7Tz5N2IFjjELjigqfQpz8UVaNew.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/7Tz5N2IFjjELjigqfQpz8UVaNew.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/q5WJxYTXNNJdEHxFCqd3S8pO4VA.jpg
18,19,원펀맨,감독 정보 없음,"Makoto Furukawa, Kaito Ishikawa, Kazuhiro Yamaji","
Action & Adventure,?애니메이션,?코미디
","취업활동이 막힌 청년 ‘사이타마’는 어느 날 거리에서 날 뛰던 괴인으로부터 턱이 갈라진 소년을 구한다. 그때 ‘히어로가 되고 싶다’는 어린 시절 꿈을 떠올리며 취업을 그만두고 히어로가 되는 것을 결의한다. 3년간의 특훈으로 어떠한 적이라도 일격에 쓰러뜨릴 수 있는 무적 파워를 손에 넣지만, 그 보상으로 머리카락을 전부 잃게 된다. 하지만 너무 강해진 나머지 어떤 강적을 상대해도 원펀치로 끝내 버렸다. ‘압도적인 힘이란, 재미없는 거야’ 라는 생각을 하며 긴장감을 잃고 무기력한 나날을 보내던 사이타마 앞에 새로운 적들은 끊임없이 나타나는데…오늘이야 말로 진심을 다해 싸울 수 있을 것인가?",디즈니플러스,TV-12세 이용가,2015,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/sV5D7lM4isMmK1gNSv2SglqYnni.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/sV5D7lM4isMmK1gNSv2SglqYnni.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/s0w8JbuNNxL1YgaHeDWih12C3jG.jpg
19,20,이 멋진 세계에 축복을!,감독 정보 없음,"Jun Fukushima, Sora Amamiya, Rie Takahashi","
Action & Adventure,?애니메이션,?코미디,?Sci-Fi & Fantasy
","게임을 사랑하는 은둔형 외톨이 소년, 사토 카즈마의 인생은 너무나도 허무하게 그 막을 내린…… 줄 알았는데, 정신을 차려보니 눈앞에 여신을 자처하는 미소녀가 있었다.",디즈니플러스,15 이용가,2016,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/kBSbQD4JtsqCiGPMRDsM76g4boP.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/kBSbQD4JtsqCiGPMRDsM76g4boP.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/rvZJxD36tKoglL8fXoMMWKGQfM.jpg
20,21,더 글로리,Kim Eun-sook,"Song Hye-kyo, Lee Do-hyun, Lim Ji-yeon","
드라마
","고등학교 시절, 끔찍한 괴롭힘에 시달렸던 여자. 많은 시간이 흐른 후, 가해자들을 응징하기 위해 그녀가 치밀한 복수를 감행한다.",디즈니플러스,19 이용가,2022,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/m0cNGGKPVF3Yccx7iBQZUBQxuLJ.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/m0cNGGKPVF3Yccx7iBQZUBQxuLJ.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/7vCSrzwqS5PEm0i5mHlkDfjHcnX.jpg
21,22,지금 우리 학교는,Chun Sung-il,"Park Ji-hu, Yoon Chan-young, Cho Yi-hyun","
Action & Adventure,?드라마,?Sci-Fi & Fantasy
",좀비 바이러스 발생의 시발점이 된 고등학교. 이곳에 갇힌 학생들은 필사적으로 탈출구를 찾아야만 한다. 그렇지 않으면 감염되어 좀비가 될 뿐.,디즈니플러스,19 이용가,2022,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/d9yefq8dNke4UbuqStBtUcO9TxD.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/d9yefq8dNke4UbuqStBtUcO9TxD.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/m9Ta1jQNyrRGBTMP2D4ixwCIGb7.jpg
22,23,환혼,Hong Mi-ran,"Lee Jae-wook, Minhyun, Yu Jun-sang","
드라마,?Action & Adventure,?미스터리,?Sci-Fi & Fantasy
","역사에도 지도에도 존재하지 않은 대호국을 배경으로, 영혼을 바꾸는 '환혼술'로 인해 운명이 비틀린 주인공들이 이를 극복하고 성장해가는 판타지 로맨스 활극",디즈니플러스,15 이용가,2022,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/pGs6UA4rPUZEokDyTwAGdRvwrAD.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/pGs6UA4rPUZEokDyTwAGdRvwrAD.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/nBZyWSGAUEzCH7Mna0zUNTpBQlQ.jpg
23,24,오징어 게임,Hwang Dong-hyuk,"Lee Jung-jae, Park Hae-soo, Jung Ho-yeon","
Action & Adventure,?미스터리,?드라마
",빚에 쫓기는 수백 명의 사람들이 서바이벌 게임에 뛰어든다. 거액의 상금으로 새로운 삶을 시작하기 위해. 하지만 모두 승자가 될 순 없는 법. 탈락하는 이들은 치명적인 결과를 각오해야 한다.,디즈니플러스,19 이용가,2021,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/yACIAqAkSLkX4coHafpyLWAtQjw.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/yACIAqAkSLkX4coHafpyLWAtQjw.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/xYTnihl7qffiLSZ6yLMSpBkPdXC.jpg
24,25,종이의 집: 공동경제구역,Ryu Yong-jae,"Yoo Ji-tae, Yunjin Kim, Park Hae-soo","
Action & Adventure,?범죄,?드라마,?미스터리
",통일을 앞둔 미래의 한반도. '교수'라 불리는 수수께끼의 인물이 남과 북의 노련한 도둑들을 모아 희대의 인질극을 꾸민다. 이 작전의 목표는 갓 찍어낸 지폐를 훔쳐 탈출하는 것.,디즈니플러스,19 이용가,2022,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/7zLHH6LV6rI6emO0z1U8VZDUkjd.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/7zLHH6LV6rI6emO0z1U8VZDUkjd.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/lcTuggU70y6pt6x13Rv1Ffjs93K.jpg
25,26,여신강림,감독 정보 없음,"Moon Ga-young, Cha Eun-woo, Hwang In-yeop","
코미디,?드라마
",외모 콤플렉스를 가지고 있다가 화장을 통해 여신이 된 주경과 남모를 상처를 간직한 수호가 만나 서로의 비밀을 공유하며 성장하는 자존감 회복 로맨틱 코미디,디즈니플러스,15 이용가,2020,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/gaCOvKGG2qEnsijNHEAigYcQ1U3.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/gaCOvKGG2qEnsijNHEAigYcQ1U3.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/3E1GroTJCRdIYHa5n62GqjmqxQR.jpg
26,27,출동 슈퍼윙스,Gil Hoon Jung,"Colin Critchley, Lily Peterson, Porter Fasullo","
애니메이션,?Kids
",세상에서 가장 빠른 택배 비행기 호기와 멋진 변신 비행기 친구들 슈퍼윙스가 펼치는 세계 문화탐험 어드벤처 이야기,디즈니플러스,TV-Y 이용가,2014,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/gvHwUZOivDtwCUB48Wdnx5BO2Vp.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/gvHwUZOivDtwCUB48Wdnx5BO2Vp.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/vwgC68MFTgrLaTBaXFnsVAb6y1W.jpg
27,28,맛있는 녀석들,감독 정보 없음,"Kim Joon-hyun, Yoo Min-sang, Moon Se-yoon","
코미디,?가족
",코미디TV의 먹방 음식 정보 프로그램으로 매주 금요일 저녁 8시 20분에 방송한다. 먹어본 자가 맛을 안다! 맛 좀 아는 녀석들의 신개념 먹방 제안 프로그램.,디즈니플러스,ALL 이용가,2015,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/c2a1brhbBrYkAu9JPSXAHG8h7rj.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/c2a1brhbBrYkAu9JPSXAHG8h7rj.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/t2aDmvYojjyvZr1xTq77qjCc2rW.jpg
28,29,주간 아이돌,감독 정보 없음,"Defconn, Jeong Hyeong-don, Nam Chang-hee","
Talk
",버라이어티와 100% 리얼의 콜라보로 아이돌의 숨은 매력을 집중 탐구하는 BRAND NEW 아이돌 프로그램,디즈니플러스,15 이용가,2011,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/8StDvXrNkPWJDyotJyFB0XF9gKF.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/8StDvXrNkPWJDyotJyFB0XF9gKF.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/tb0w5OFohHZAv3h5GkT8ajYnanp.jpg
29,30,쓸쓸하고 찬란하神: 도깨비,Kim Eun-sook,"Gong Yoo, Kim Go-eun, Lee Dong-wook","
드라마,?Sci-Fi & Fantasy,?코미디
","2016년 12월 tvN에서 방영을 시작한 드라마. 도깨비 설화를 모티브로 김은숙 작가가 3년 전부터 기획하였으며 사극과 현대극을 오가는 판타지적인 요소를 강조한 드라마이다. 당신이 세상에서 멀어지고 있을 때 누군가 세상 쪽으로 등을 떠밀어 주었다면, 그건 신이 당신 곁에 머물다 가는 순간이다.불멸의 삶을 끝내기 위해 인간 신부가 필요한 도깨비, 그리고 그와 기묘한 동거를 시작한 기억상실증 저승사자. 그런 그들 앞에 도깨비 신부라 주장하는 죽었어야 할 운명의 소녀가 나타나며 벌어지는 신비로운 낭만 설화.",디즈니플러스,15 이용가,2016,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/qZMEiTsNlCQV27hHQE27ZtlPWyv.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/qZMEiTsNlCQV27hHQE27ZtlPWyv.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/smSbK5cd8T9XHcxEUcems23BDEF.jpg
30,31,사내맞선,Park Seon-ho,"Ahn Hyo-Seop, Kim Se-jeong, Kim Min-gue","
코미디,?드라마
",친구를 대신해 맞선 자리에 나간 하리. 남자가 겁을 먹고 퇴짜를 놓게 할 작정이다. 하지만 맞선남이 하리가 다니는 회사의 CEO로 드러나며 계획은 엉망이 된다. 게다가 그가 청혼을 하다니. 얼굴 천재 능력남 CEO와 정체를 속인 맞선녀 직원의 스릴 가득 ‘퇴사 방지’ 오피스 로맨스.,디즈니플러스,15 이용가,2022,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/lOa1IUp3AFVo6h9b17KA20r4E5s.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/lOa1IUp3AFVo6h9b17KA20r4E5s.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/6vCaQWGvuZxEIgn4ciQUtR7JOXj.jpg
31,32,외모지상주의,감독 정보 없음,"Shim Kyu-hyuck, Han Shin, Ryu Seung-gone","
코미디,?드라마,?애니메이션
","외모지상주의가 팽배한 사회에서, 못생겼다고 따돌림을 받던 한 고등학생. 어느 날부터 정반대의 외모를 가진 두 신체를 번갈아 사용하게 되며 이중생활을 시작한다.",디즈니플러스,15 이용가,2022,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/qkoM63HDuCOSwxGfb0pljrgns9I.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/qkoM63HDuCOSwxGfb0pljrgns9I.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/uoBUj75vcxF17uq2ToD63lgPdzD.jpg
