,id,title,director,actor,genre,story,platform,time,age,year,thumb,photo1,photo2,video
27,28,카터,Jung Byung-gil,"Joo Won, Lee Sung-jae, Jeong So-ri","
액션,?스릴러
","기억을 잃은 채 깨어난 남자. 귀에 장착된 장치를 통해 의문의 목소리가 들려오고, 이제 이 목소리의 지시에 따라 위험천만한 인질 구조 작전에 뛰어들어야 한다.",넷플릭스,"
2시간 12분
    ",18 이용가,2022,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/aGKln9LeFkP30MAiwFiuaMmNvzG.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/aGKln9LeFkP30MAiwFiuaMmNvzG.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/nHWr40LGgyxymEhZCOA2WHATPpn.jpg,https://www.themoviedb.org//video/play?key=JaR1Zi-CH7Y
28,29,기생충,Bong Joon-ho,"Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong","
코미디,?스릴러,?드라마
","전원 백수로 살 길 막막하지만 사이는 좋은 기택 가족. 장남 기우에게 명문대생 친구가 연결시켜 준 고액 과외 자리는 모처럼 싹튼 고정수입의 희망이다. 온 가족의 도움과 기대 속에 박 사장 집으로 향하는 기우. 글로벌 IT기업의 CEO인 박 사장의 저택에 도착하자 젊고 아름다운 사모님 연교와 가정부 문광이 기우를 맞이한다. 큰 문제 없이 박 사장의 딸 다혜의 과외를 시작한 기우. 그러나 이렇게 시작된 두 가족의 만남 뒤로, 걷잡을 수 없는 사건이 기다리고  있는데.....",넷플릭스,"
2시간 11분
    ",15 이용가,2019,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/jjHccoFjbqlfr4VGLVLT7yek0Xn.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/jjHccoFjbqlfr4VGLVLT7yek0Xn.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/hiKmpZMGZsrkA3cdce8a7Dpos1j.jpg,https://www.themoviedb.org//video/play?key=jBdRhhSt3Bc
29,30,부산행,Yeon Sang-ho,"Gong Yoo, Kim Su-an, Jung Yu-mi","
공포,?스릴러,?SF,?액션
","별거 중인 펀드 매니저 석우는 소원해진 딸 수안의 생일 소원을 들어주기 위해 아내가 있는 부산행 KTX에 오른다. 이내 열차는 좀비의 침투와 감염으로 아수라장으로 변하고, 전국적 재난 뉴스를 차내에서 접한 승객들의 생존가능성은 유일하게 초기 대응에 성공한 도시 부산까지 살아남은 채 도착할 수 있느냐에 달리게 된다. 열차에 몸을 실은 석우와 딸 수안, 상화와 성경 커플, 고등학생 영국, 진희, 그리고 노숙자와 중년의 비즈니스맨 용석은 감염된 사람들의 공격을 피해 열차 안에서 사투를 벌인다.",넷플릭스,"
1시간 58분
    ",15 이용가,2016,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/nCrh5EQYiYXEIFNrfb4ISm7TOOo.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/nCrh5EQYiYXEIFNrfb4ISm7TOOo.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/eT9fTSTjsCCmdQJ62EpxvePGANc.jpg,https://www.themoviedb.org//video/play?key=Eq9Q8f9xAyI
30,31,신과함께-인과 연,Kim Yong-hwa,"Ha Jung-woo, Ju Ji-hoon, Kim Hyang-gi","
판타지,?액션,?모험
","천 년 동안 48명의 망자를 환생시킨 저승 삼차사, 한 명만 더 환생시키면 그들도 새로운 삶을 얻을 수 있다. 하지만 강림은 원귀였던 수홍을 자신들의 마지막 귀인으로 정한다. 저승법 상 원귀는 소멸되어야하나 염라대왕은 새로운 조건을 내걸며 강림의 제안을 수락한다. 염라의 조건은 성주신이 버티고 있어 저승 차사들이 가는 족족 실패하는 허춘삼 노인을 수홍의 재판이 끝나기 전까지 저승으로 데려오는 것. 허춘삼을 데리러 이승으로 내려간 해원맥과 덕춘, 하지만 성주신의 막강한 힘 앞에 속수무책으로 당하기만 하는데...",넷플릭스,"
2시간 21분
    ",12 이용가,2018,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/2ETx0U2Q5gUHtPJZiQ3hakTqyaR.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/2ETx0U2Q5gUHtPJZiQ3hakTqyaR.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/ul4WiN9EJxsMokdg7z4Y6iisvHS.jpg,https://www.themoviedb.org//video/play?key=53f99njhgB8
31,32,백두산,Lee Hae-jun,"Lee Byung-hun, Ha Jung-woo, Ma Dong-seok","
액션,?모험,?스릴러
","대한민국 관측 역사상 최대 규모의 백두산 폭발 발생. 갑작스러운 재난에 한반도는 순식간에 아비규환이 되고, 남과 북 모두를 집어삼킬 추가 폭발이 예측된다. 사상 초유의 재난을 막기 위해 전유경은 백두산 폭발을 연구해 온 지질학 교수 강봉래의 이론에 따른 작전을 계획하고, 전역을 앞둔 특전사 EOD 대위 조인창이 남과 북의 운명이 걸린 비밀 작전에 투입된다. 작전의 키를 쥔 북한 무력부 소속 일급 자원 리준평과 접선에 성공한 인창. 하지만 준평은 속을 알 수 없는 행동으로 인창을 곤란하게 만든다. 한편, 인창이 북한에서 펼쳐지는 작전에 투입된 사실도 모른 채 서울에 홀로 남은 최지영은 재난에 맞서 살아남기 위해 고군분투하고 그 사이, 백두산 마지막 폭발까지의 시간은 점점 가까워 가는데…",넷플릭스,"
2시간 8분
    ",12 이용가,2019,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/1n5q3XpEhCe7TnGHzsHs5pwVT8O.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/1n5q3XpEhCe7TnGHzsHs5pwVT8O.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/h9DIlghaiTxbQbt1FIwKNbQvEL.jpg,https://www.themoviedb.org//video/play?key=Evu7gHNqhT4
32,33,신과함께-죄와 벌,Kim Yong-hwa,"Ha Jung-woo, Cha Tae-hyun, Ju Ji-hoon","
드라마,?판타지,?액션
","살인, 나태, 거짓, 불의, 배신, 폭력, 천륜 7개의 지옥에서 7번의 재판을 무사히 통과한 망자만이 환생하여 새로운 삶을 시작할 수 있다. 화재 사고 현장에서 여자아이를 구하고 죽음을 맞이한 소방관 자홍, 그의 앞에 저승차사 해원맥과 덕춘이 나타난다. 자신의 죽음이 아직 믿기지도 않는데 덕춘은 정의로운 망자이자 귀인이라며 그를 치켜세운다. 저승으로 가는 입구, 초군문에서 그를 기다리는 또 한 명의 차사 강림, 그는 차사들의 리더이자 앞으로 자홍이 겪어야 할 7개의 재판에서 변호를 맡아줄 변호사이기도 하다. 염라대왕에게 천년 동안 49명의 망자를 환생시키면 자신들 역시 인간으로 환생시켜 주겠다는 약속을 받은 삼차사들, 그들은 자신들이 변호하고 호위해야 하는 48번째 망자이자 19년 만에 나타난 의로운 귀인 자홍의 환생을 확신하지만, 각 지옥에서 자홍의 과거가 하나 둘씩 드러나면서 예상치 못한 고난과 맞닥뜨리는데…",넷플릭스,"
2시간 19분
    ",12 이용가,2017,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/5j2YVF7VouLG0Ze96SEsj4DnVQM.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/5j2YVF7VouLG0Ze96SEsj4DnVQM.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/wyv2Y9vXYJwJzF6cNVuVwVOsOUj.jpg,https://www.themoviedb.org//video/play?key=SC_JhOyvCXw
33,34,야차,Na Hyun,"Sol Kyung-gu, Park Hae-soo, Hiroyuki Ikeuchi","
액션,?모험,?범죄,?스릴러
",비밀공작팀과 팀의 악명 높은 리더를 감찰하기 위해 위험천만한 도시로 날아간 검사. 정직하게 살아온 그가 스파이들 사이의 치명적인 전쟁 속으로 뛰어든다.,넷플릭스,"
2시간 4분
    ",15 이용가,2022,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/nOYyuJ2mNo6RWsFsTwApEyG3F4J.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/nOYyuJ2mNo6RWsFsTwApEyG3F4J.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/hXTWVJMsI9BkxMLliqL1j0FT55t.jpg,https://www.themoviedb.org//video/play?key=JRY-O24AGDg
34,35,연애 빠진 로맨스,Jeong Ga-young,"Jun Jong-seo, Son Suk-ku, Gong Min-jeung","
로맨스,?코미디
","일도 연애도 마음대로 되지 않는 스물아홉 자영, 전 남친과의 격한 이별 후 호기롭게 연애 은퇴를 선언했지만 참을 수 없는 외로움에 못 이겨 최후의 보루인 데이팅 어플로 상대를 검색한다. 일도 연애도 호구 잡히기 일쑤인 서른셋 우리, 뒤통수 제대로 맞은 연애의 아픔도 잠시  편집장으로부터 19금 칼럼을 떠맡게 되고 데이팅 어플에 반강제로 가입하게 된다. 1도 기대하지 않았지만, 1일 차부터 둘은 서로에게 급속도로 빠져들게 되고 연애인 듯 아닌 듯 미묘한 관계 속에 누구 하나 속마음을 쉽게 터놓지 못하는데...",넷플릭스,"
1시간 34분
    ",15 이용가,2021,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/hYbAzG9EZoKWjFa64XvISlQzeJ5.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/hYbAzG9EZoKWjFa64XvISlQzeJ5.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/qjiDAloN0AlF3J0qUmefYhhsrLH.jpg,https://www.themoviedb.org//video/play?key=03jxMkPJEPQ
35,36,아가씨,Park Chan-wook,"Kim Min-hee, Kim Tae-ri, Ha Jung-woo","
스릴러,?드라마,?로맨스
","어릴 적 부모를 잃고 후견인 이모부의 보호 아래 살아가는 귀족 아가씨에게 백작이 추천한 새로운 하녀가 찾아온다. 이모부의 서재에서 책을 읽는 것이 일상의 전부인 아가씨는  순박해 보이는 하녀에게 조금씩 의지하기 시작한다. 하지만 하녀의 정체는 유명한 여도둑의 딸인 소매치기 고아 소녀 숙희. 막대한 재산을 상속받게 될 아가씨를 유혹하여 돈을 가로채겠다는 사기꾼 백작의 제안을 받고  아가씨가 백작을 사랑하게 만들기 위해 하녀가 된 것. 드디어 백작이 등장하고, 백작과 숙희는 자신만의 방식으로 아가씨의 마음을 흔들기 시작하는데...",넷플릭스,"
2시간 24분
    ",18 이용가,2016,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/aoLarnDg8SmuIzax6mp0nAQ6bcV.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/aoLarnDg8SmuIzax6mp0nAQ6bcV.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/3upEZ0ltY7WwOSFVXrtiP34D48p.jpg,https://www.themoviedb.org//video/play?key=DMa_a7jni8I
36,37,#살아있다,Cho Il,"Yoo Ah-in, Park Shin-hye, Lee Hyun-wook","
액션,?공포,?스릴러
","원인불명 증세의 사람들의 공격에 통제불능에 빠진 도시. 영문도 모른 채 잠에서 깬 준우는 아무도 없는 집에 혼자 고립된 것을 알게 된다. 데이터, 와이파이, 문자, 전화 모든 것이 끊긴 채 고립된 상황. 연락이 두절된 가족에 이어 최소한의 식량마저 바닥이 나자 더 이상 버티기 힘들어진 준우. 하지만 그 순간 건너편 아파트에서 누군가 시그널을 보내온다. 또 다른 생존자 유빈이 아직 살아있음을 알게 된 준우는 함께 살아남기 위한 방법을 찾아 나서는데...",넷플릭스,"
1시간 38분
    ",15 이용가,2020,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/zb06eXz3Pg5JzytPnMFb3cIDV7B.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/zb06eXz3Pg5JzytPnMFb3cIDV7B.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/hWpVSEMWDvG49ezvpksnS5BSnvB.jpg,https://www.themoviedb.org//video/play?key=eAY3uoG_PZE
37,38,감기,Kim Sung-soo,"Jang Hyuk, Soo Ae, Park Min-ha","
액션,?SF
","밀입국 노동자들을 분당으로 실어 나른 남자가 원인불명의 바이러스에 감염되어 사망한다. 환자가 사망한지 채 24시간이 되지 않아 분당의 모든 병원에서 동일한 환자들이 속출한다. 사망자들은 기하급수적으로 늘어나지만 분당의 시민들은 무방비상태로 바이러스에 노출된다. 감염의 공포가 대한민국을 엄습하고, 호흡기를 통해 초당 3.4명 감염, 36시간 내 사망에 이르는 사상 최악의 바이러스에 정부는 2차 확산을 방지하기 위해 국가 재난사태를 발령, 급기야 도시 폐쇄라는 초유의 결정을 내린다. 피할 새도 없이 격리된 사람들은 일대혼란에 휩싸이게 되고, 대재난 속 사랑하는 이들을 구하기 위한 사람들과 죽음에서 살아 남기 위한 사람들은 목숨을 건 사투를 시작하는데…",넷플릭스,"
2시간 1분
    ",15 이용가,2013,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/7fQlPXebfjEqjysW3rv4RyNplih.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/7fQlPXebfjEqjysW3rv4RyNplih.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/uFwnUQ3ZwE5EbBEDBzs1bRPlOx8.jpg,https://www.themoviedb.org//video/play?key=WF7QgKiyIMA
38,39,반도,Yeon Sang-ho,"Gang Dong-won, Lee Jung-hyun, Lee Re","
액션,?공포,?스릴러
",전대미문의 재난 이후 4년이 흐른 대한민국은 버려진 땅이 되어버렸다. 사람들은 고립된 섬이 된 반도에 갇혔고 누구의 생사도 확인할 수 없는 상황에서 정석은 피할 수 없는 미션을 받고 한국 땅에 다시 발을 들인다. 정석은 미지의 세계인 그곳에서 예상치 못한 습격을 받고 일촉즉발의 순간 ‘반도’의 생존자들을 만나게 된다.,넷플릭스,"
1시간 55분
    ",15 이용가,2020,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/gqRUcdZ7gBrC89PbqYWgJ0XCH7E.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/gqRUcdZ7gBrC89PbqYWgJ0XCH7E.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/d2UxKyaJ5GgzuHaSsWinFfv3g6L.jpg,https://www.themoviedb.org//video/play?key=h2Q5ZFAXhKk
39,40,라바 펜던트,Young-cheol Joe,"Hong Beom-gi, Kang Si-hyun","
코미디,?가족,?애니메이션
",허당 친구 레드와 옐로우의 갈팡질팡 좌충우돌 도시 모험기가 펼쳐진다.,넷플릭스,"
33분
    ",L 이용가,2022,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/zDG3Jx9mCHm0da3Vmp0rJPWsYnl.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/zDG3Jx9mCHm0da3Vmp0rJPWsYnl.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/4bEL2GEAe5QLzGNT109hLMBgIrM.jpg,없음
